10,"p502","〔ルナ〕","！！！！！！？","(Luna)","Ah!",,"Ah!"
11,"p503","〔ルナ〕","あれは……！？　大変！！","(Luna)","Th-This is BAD!!",,"Th-This is bad!!"
12,,"〔レイ〕","臨、兵、闘、者、……","(Rei)","Rin, Pyou, Tou, Sha...",,"Rin, Pyou, Tou, Sha..."
13,"r900","〔レイ〕","（お願い、教えて……
ネフライトは本物なの？","(Rei)","(Please, tell me...Is he the real Nephrite?",,"(Please, tell me... Is he the real Nephrite?"
14,"r901","〔レイ〕","信じられるの？","(Rei)","Can we trust him?",,"Can we trust him?"
15,"r902","〔レイ〕","昨日見たあの悪夢とは
無関係なの……？）","(Rei)","Does he have anything to do with my nightmare?)",,"Does he have anything to do with my nightmare?)"
16,"r903","〔レイ〕","臨、兵、闘、者、皆、陣、列、在、","(Rei)","Rin, Pyou, Tou, Sha, Kai, Jin, Retsu, Zai,",,"Rin, Pyou, Tou, Sha, Kai, Jin, Retsu, Zai,"
17,,"〔レイ〕","前！！","(Rei)","Zen!",,"Zen!"
18,"r904","〔レイ〕","！！","(Rei)","*gasp*",,"*gasp*"
19,"se06","〔ルナ〕","レイちゃん！
大変！","(Luna)","Rei+-chan++! We've got trouble!",,"Rei-chan! We've got trouble!"
20,,"〔ルナ〕","なるちゃんの家に敵が現れたの！　すぐに来て！！","(Luna)","The enemy's appeared inside Naru+-chan++'s house!
Hurry!",,"The enemy has appeared inside Naru-chan's house!
Hurry!"
21,,"〔レイ〕","！","(Rei)","!",,"!"
22,,"〔なる〕","あ……ああ……","(Naru)",,,"Ah... Ahhh..."
23,,"〔ネフライト〕","くっ……ぐぐっ……","(Nephrite)",,,"Rgh... Urgh...."
24,"p512","〔ゾイサイト〕","わたしがこの場所を知っていることを忘れたの？","(Zoisite)",,,"Did you forget that I am well aware of this place?"
25,"p513","〔ゾイサイト〕","ホホホ……相変わらずその娘にごしゅうしんなのね…","(Zoisite)",,,"Hm hm hm... As usual, you're awfully infatuated with this girl."
26,"p514","〔ネフライト〕","く……き……きさまらぁ…","(Nephrite)",,,"D-Damn you...!"
27,"p515","〔なる〕","ネフライトさま！","(Naru)",,,"Nephrite-sama!"
28,"p516","〔クンツァイト〕","裏切り者は死をもって、つぐなってもらうところだが","(Kunzite)",,,"While we'd like nothing better than to execute a traitor,"
29,,"〔クンツァイト〕","パスト・ワイズマンの命令だ。一緒に来てもらおう","(Kunzite)",,,"Past Wiseman has ordered us to bring you back."
30,"p518","〔ネフライト〕","……なるちゃん……
逃げるんだ……","(Nephrite)",,,"...Naru-chan... Run..."
31,"p519","〔ゾイサイト〕","いいわ、黒水晶を持ってすなおについてきてくれたら","(Zoisite)",,,"How about this? If you lead us to the Silver Crystal,"
32,,,"〔ゾイサイト〕
",,,,"(Zoisite)"
33,"p520",,"その娘には手出ししないでおいてあげる",,,,"we won't harm the girl."
34,"p521","〔ネフライト〕","！？……ぐっ……","(Nephrite)",,,"! ? ...Rgh..."
35,"p522","〔なる〕","いやあ！　やめて！　ネフライトさまをはなして！！","(Naru)",,,"No! Stop it! Let Nephrite-sama go!"
36,"p523","〔クンツァイト〕","どうせ、もうすぐこの街からは","(Kunzite)",,,"Not that it matters."
37,,"〔クンツァイト〕","一人残らず人間が消えるのだからな","(Kunzite)",,,"Soon, there won't be any humans left in this town."
38,"p524","〔ゾイサイト〕","すべてのエナジーをわたしたちにささげてね……","(Zoisite)",,,"All of their energy will be ours..."
39,"p525","〔クンツァイト〕","ふははははははは……","(Kunzite)",,,"Mwahahahah!"
40,,"〔ゾイサイト〕","おほほほほほ……","(Zoisite)",,,"Hoh hoh hoh hoh hoh!"
41,"p526","〔ネフライト〕","きさまら……まさか……すでに……","(Nephrite)",,,"N-No way... You've already―?!"
42,"p527","〔セーラームーン〕","まちなさい！","(Sailor Moon)",,"If there's a specific English line for when she tells the bad guy of the week to stop, please insert it here. For reference, this is followed by a voice-only scene (the five Sailor Senshi doing their intro speeches)","HOLD IT!"
43,"p537","〔クンツァイト〕","きさまらのおユウギに付き合っているヒマはない","(Kunzite)",,,"We don't have time to play with you."
44,"p538","〔ジェダイト〕","カアッ！！","(Jadeite)",,,"KAH!"
45,"p539","〔セーラームーン〕","きゃっ！？　あ、あちぃ！","(Sailor Moon)",,"Jadeite used flamethrower","Whoa?! Hot-hot-hot!"
46,"p540","〔マーキュリー〕","（見た目に反して熱量はほとんどない）","(Mercury)",,,"(Wait. This flame is not as hot as it should be.)"
47,"p541","〔マーキュリー〕","みんな！　だまされちゃだめ、幻覚よ！！","(Mercury)",,,"Don't be fooled, girls! It's an illusion!"
48,"p542","〔クンツァイト〕","もうおそい、さらばだ
セーラー戦士たち","(Kunzite)",,,"Too late.
Farewell, Sailor Senshi."
