10,"p577","〔レイ〕","…あれが新しい敵なわけ？","(Rei)","...So that's our new enemy?",,"...So that's our new enemy?"
11,"p578","〔ルナ〕","ええ……まこちゃん","(Luna)","Yes...Mako+-chan++?",,"Yes... Mako-chan?"
12,"p579","〔まこと〕","放課後のあの話し合いの後","(Makoto)","After our chat,",,"After our chat,"
13,"p580","〔まこと〕","神社から飛びだしていった　うさぎちゃんを追いかけて","(Makoto)","we left the shrine and went after Usagi+-chan++.",,"we left the shrine and went after Usagi-chan."
14,"p581","〔まこと〕","わたしは途中で会った衛さんや海野くんといっしょに","(Makoto)","I met Mamoru+-san++ and Umino+-kun++ along the way,",,"I met Mamoru-san and Umino-kun along the way,"
15,,"〔まこと〕","ネフライトのおみまいに行ったんだ……","(Makoto)","and we decided to go visit Nephrite together.",,"and we decided to go visit Nephrite together."
16,"p569","〔レイ〕","死者をよみがえらせる力をもつナゾの石","(Rei)","The mysterious gem that can resurrect the dead...",,"The mysterious gem that can resurrect the dead..."
17,"p570","〔レイ〕","ブラッディオパール…","(Rei)","The Bloody Opal.",,"The Bloody Opal."
18,"p571","〔亜美〕","それを手にしたナゾの人物　パスト・ワイズマン","(Ami)","And the mysterious individual who possesses it―
Past Wiseman.",,"And the mysterious individual who possesses it―
Past Wiseman."
19,"p572","〔美奈子〕","ベリルたちをよみがえらせた黒幕はそいつってわけね","(Minako)","That's the mastermind behind the return of Beryl and her minions.",,"That's the mastermind behind the return of Beryl and her minions."
20,"p573","〔アルテミス〕","どうやら敵は、本格的に動き出したようだ","(Artemis)","Our foes have already begun to act.",,"Our foes have already begun to act."
21,"p574","〔アルテミス〕","なにに使うかは知らないが","(Artemis)","We don't know what they want to do with it yet,",,"We don't know what they want to do with it yet,"
22,,"〔アルテミス〕","銀水晶がねらわれていることにはかわりがない","(Artemis)","but that doesn't change the fact that they're after the Silver Crystal.",,"but that doesn't change the fact they're after the Silver Crystal."
23,"p575","〔アルテミス〕","一瞬たりとも
油断はできないぞ","(Artemis)","We can't lower our guard for a minute.",,"We can't lower our guard for a minute."
24,"p576","〔アルテミス〕","みんな心してかまえてくれ","(Artemis)","Be extremely careful.",,"Be extremely careful."
25,,"〔うさぎ〕","…………","(Usagi)","......",,"......"
26,"p582","〔レイ〕","ごめん、うさぎ。ネフライトのこと、悪かったわ","(Rei)","I'm sorry, Usagi. I was wrong about Nephrite.",,"I'm sorry, Usagi. I was wrong about Nephrite."
27,,"〔うさぎ〕","…………","(Usagi)","......",,"......"
28,"p583","〔まこと〕","元気だしなよ
うさぎちゃん","(Makoto)","Cheer up, Usagi+-chan++.",,"Cheer up, Usagi-chan."
29,,"〔まこと〕","ネフライトはきっと無事さ","(Makoto)","Nephrite is going to be okay.",,"Nephrite is going to be okay."
30,"p584","〔うさぎ〕","まこちゃん……","(Usagi)","Mako+-chan++...",,"Mako-chan..."
31,"p585","〔レイ〕","そうよ、うさぎ。セーラー戦士をバカにして……","(Rei)","That's right, Usagi. Nobody messes with the Sailor +Senshi+Soldiers+...",,"That's right, Usagi. Nobody messes with the Sailor Senshi..."
32,"p586","〔レイ〕","このままじゃすまさないわ","(Rei)","...and gets away with it!",,"and gets away with it scot-free!"
33,"p587","〔うさぎ〕","みんな……","(Usagi)","Girls...",,"Girls..."
34,"p588","〔うさぎ〕","うん……！","(Usagi)","Yeah!",,"Yeah!"
35,"p589","〔美奈子〕","な……何？","(Minako)","Wh-What's going on?",,"Wh-What's going on?"
36,"p590","〔亜美〕","地震……？","(Ami)","Is it an earthquake...?",,"Is it an earthquake...?"
37,"p591","〔レイ〕","うっ……","(Rei)","Rgh...",,"Rgh..."
38,"p592","〔レイ〕","何よ……何なの、この圧倒的に巨大な妖気は！？","(Rei)","Wh-What is this overwhelming evil energy?!",,"Wh-What is this overwhelming evil energy?!"
39,"p593","〔レイ〕","この街が……東京が……のみこまれていく……","(Rei)","It's...swallowing our city...All of Tokyo...!",,"It's...swallowing our town... All of Tokyo...!"
40,"p594","〔４人〕","……！？","(All Four)","*gasp*",,"*gasp*"
41,"p599","〔クインベリル〕","黒水晶よ、わが呼びかけにこたえ","(Queen Beryl)","O Black Crystal, answer my call, and lend me your power.",,"O Black Crystal, answer my call,"
42,,"〔クインベリル〕","その力をかしたまえ","(Queen Beryl)",,,"and lend me your power."
43,"p600","〔クインベリル〕","……この街すべてのエナジーを吸いつくし、その力を","(Queen Beryl)","Absorb all of the energy from this city, and use it to bring back our master...",,"Absorb all of the energy from this town,"
44,,"〔クインベリル〕","もってわれらがあるじを","(Queen Beryl)",,,"and use it to bring back our master..."
45,"p601","〔クインベリル〕","パスト・ワイズマンをこの地に呼びよせたまえ！！","(Queen Beryl)","Summon Past Wiseman back to this world!",,"Summon Past Wiseman back to this world!"
46,"p602","〔うさぎ〕","な、何よ、何なの！？","(Usagi)","Wh-What's happening?!",,"Wh-What's happening?!"
47,"p603","〔アルテミス〕","やつらだ……やつらが動きだしたんだ……！","(Artemis)","It's them...They're putting their plan into motion!",,"It's them... They're putting their plan into motion!"
48,"p604","〔クインベリル〕","フフフフ…ハハハハハ…ハーッハッハッハッハッ…！","(Queen Beryl)","Heheheheh...Hahahahahah...
HAHAHAHAHAH!",,"Heheheheh... Hahahahahah... HAHAHAHAHAH!"
49,"p605","〔うさぎ〕","！！","(Usagi)","!!",,"! !"
50,"p606","〔亜美〕","！！","(Ami)","!!",,"! !"
51,"p607","〔レイ〕","！！","(Rei)","!!",,"! !"
