10,"p894","〔ジェダイト〕","ぐ……かはあ！！","(Jadeite)","Rgh...Gwah!",,"Rgh... Gwah!"
11,"p895","〔クンツァイト〕","ぐごおぉぉ！！","(Kunzite)","GRAAAGH!",,"GRAAAGH!"
12,"p896","〔ゾイサイト〕","ぎぎぎぎぎ……","(Zoisite)","Urrrgh...",,"Urrrgh..."
13,"p897","〔クインベリル〕","ぐ……ぐおおおっ！！","(Queen Beryl)","Gh...AAARGH!!",,"Gh... AAARGH!!"
14,"p898","〔ジュピター〕","なっ……","(Jupiter)","What the―?",,"What the―?"
15,"p899","〔パスト・ワイズマン〕","もはや、この者たちにあんそくの場はない","(Past Wiseman)","They are unable to rest in peace.",,"They are unable to rest in peace."
16,"p900","〔パスト・ワイズマン〕","きさまらが倒せば、倒しただけこいつらは、死の苦し","(Past Wiseman)","Every time they die, they will come back to life,",,"Every time they die, they will come back to life,"
17,,"〔パスト・ワイズマン〕","みと再生の苦つうを味わいつづけるのだ……","(Past Wiseman)","suffering pain most excruciating...",,"suffering pain most excruciating..."
18,"p901","〔セーラームーン〕","……！！","(Sailor Moon)","*gasp*",,"*gasp*"
19,"p902","〔ヴィーナス〕","ひどい……","(Venus)","...That's so cruel...",,"...That's so cruel..."
20,"p904","〔パスト・ワイズマン〕","さあ、まだけいやくははたされておらんぞ","(Past Wiseman)","You have not yet fulfilled your pact.",,"You have not fulfilled your pact yet."
21,"p905","〔パスト・ワイズマン〕","セーラー戦士たちを血祭りにあげ、","(Past Wiseman)","You must eliminate the Sailor +Senshi+Soldiers+ and bring me the Illusionary Silver Crystal.",,"You must eliminate the Sailor Senshi"
22,,"〔パスト・ワイズマン〕","幻の銀水晶をわが元にけん上するのだ","(Past Wiseman)",,,"and bring me the Illusionary Silver Crystal."
23,"p906","〔クインベリル〕","のぞむ……ところだ……","(Queen Beryl)","As you...command...",,"As you...command..."
24,"p907","〔セーラームーン〕","やめてぇっ！！もうやめて……おねがい……","(Sailor Moon)","STOP IT! Please...stop it...",,"STOP IT! Please...stop it..."
25,"p908","〔セーラームーン〕","……どうしてそこまでして戦わなくちゃいけないの！","(Sailor Moon)","Why must we fight like this?!",,"Why must we fight like this?!"
26,"p909","〔ジュピター〕","セーラームーン……","(Jupiter)","Sailor Moon...",,"Sailor Moon..."
27,"p910","〔クインベリル〕","このわたしをあわれむというのか、","(Queen Beryl)","Are you pitying me, Princess Serenity?",,"Are you pitying me,"
28,,"〔クインベリル〕","プリンセス・セレニティ。","(Queen Beryl)",,,"Princess Serenity?"
29,"p911","〔クインベリル〕","どこまでも、にくにくしい小娘よ……","(Queen Beryl)","You loathsome, detestable girl...",,"You detestable, loathsome girl..."
30,"p912","〔クインベリル〕","ならばその命をいただこう","(Queen Beryl)","Then allow me to take your life.",,"Then allow me to take your life."
31,"p913","〔ヴィーナス〕","ベリル！　クレッセント…","(Venus)","Beryl! Crescent...!",,"Beryl! Crescent...!"
32,"p914","〔クンツァイト〕","きさまの相手はこのオレだ","(Kunzite)","I shall be your opponent!",,"I shall be your opponent!"
33,"p915","〔ジュピター〕","ずりゃああ！！","(Jupiter)","Zuryah!",,"Zuryah!"
34,"p916","〔ジュピター〕","わたしが相手になったげるよ！　来な！！","(Jupiter)","You're fighting ME this time! Bring it on!",,"You're fighting ME this time! Bring it on!"
35,"p917","〔クインベリル〕","ちぃっ……ジャマを……","(Queen Beryl)","Tch...Get out...",,"Tch... Get out..."
36,"p918","〔クインベリル〕","するなあっ！！","(Queen Beryl)","OF MY WAY!!",,"OF MY WAY!!"
37,"p919","〔セーラームーン〕","あ……ああ……","(Sailor Moon)","*sob*",,"*sob*"
38,,,"みんなを止める",,"Stop everyone",,"Stop everyone"
39,,,"思いを口にする",,"Express your feelings",,"Express your feelings"
40,,,"考える",,"Think",,"Think"
41,"p920","〔セーラームーン〕","やだ……こんなのやだ…","(Sailor Moon)","No...This isn't right...",,"No... This isn't right..."
42,"p921","〔セーラームーン〕","何で、何でわたしたちは","(Sailor Moon)","Why...?",,"Why...?"
43,,"〔セーラームーン〕","そこまでして戦わなきゃいけないの？","(Sailor Moon)","Why must we fight like this?",,"Why must we fight like this?"
44,"p922","〔セーラームーン〕","これが…これが運命だとでもいうの！？","(Sailor Moon)","Is it because it's our destiny?!",,"Is it because it's our destiny?!"
45,"p923","〔セーラームーン〕","こんな形でしかあの人たちとふれあうことは……","(Sailor Moon)","Is it the only way we can solve this...?",,"Is this the only way we can"
46,,"〔セーラームーン〕","できない……の？","(Sailor Moon)",,,"solve this...?"
47,"p924","〔セーラームーン〕","やめて……","(Sailor Moon)","Stop it...",,"Stop it..."
48,"p925","〔セーラームーン〕","みんな……おねがい、
やめて……","(Sailor Moon)","I'm begging you...
Please, stop it...",,"I'm begging you...
Please, stop it..."
49,"p928","〔ルナ〕","セーラームーン！　それにみんな！","(Luna)","Sailor Moon! Girls!",,"Sailor Moon! Girls!"
50,"p929","〔ルナ〕","いったんひくのよ！
わたしの所に来て！","(Luna)","You have to retreat!
Come here!",,"You have to retreat!
Come here!"
51,"p930","〔ジュピター〕","ひくったって……これじゃ","(Jupiter)","That's easier said than done...",,"That's easier said than done..."
52,"p931","〔マーズ〕","どうしろっていうのよ！","(Mars)","We need a distraction!",,"We'd need a distraction!"
53,"p932","〔タキシード仮面〕","ここはわたしが
引き受けよう！","(Tuxedo +Kamen+Mask+)","This is where I come in.",,"This is where I come in."
54,"p933","〔ジュピター〕","タキシード仮面？","(Jupiter)","Tuxedo +Kamen+Mask+?",,"Tuxedo +Kamen+Mask+?"
55,"p934","〔タキシード仮面〕","セーラームーンを
たのんだぞ","(Tuxedo +Kamen+Mask+)","Take care of Sailor Moon.",,"Take care of Sailor Moon."
56,"p935","〔マーズ〕","え？　あ、はい……","(Mars)","Huh? Y-Yes, sir...",,"Huh? Y-Yes sir."
57,"p936","〔セーラームーン〕","タキシード仮面！
","(Sailor Moon)","Tuxedo +Kamen+Mask+!",,"Tuxedo +Kamen+Mask+!"
58,"p937","〔セーラームーン〕","いや！　むちゃよ！","(Sailor Moon)","No! It's too dangerous!",,"No! It's too dangerous!"
59,"p938","〔タキシード仮面〕","大丈夫、しんぱいするな","(Tuxedo +Kamen+Mask+)","Don't worry. I'll be fine.",,"Don't worry. I'll be fine."
60,"p952","〔セーラームーン〕","タキシード仮面……","(Sailor Moon)","Tuxedo +Kamen+Mask+...",,"Tuxedo +Kamen+Mask+..."
61,,,"タキシード仮面をとめる",,"Stop Tuxedo +Kamen+Mask+",,"Stop Tuxedo +Kamen+Mask+"
62,,,"タキシード仮面にたのむ",,"Leave it to Tuxedo +Kamen+Mask+",,"Leave it to Tuxedo +Kamen+Mask+"
63,,,"自分ものこる",,"Stay here as well",,"Stay here as well"
64,,"〔セーラームーン〕","いや！　タキシード仮面！！いやよ！！","(Sailor Moon)","No! Tuxedo +Kamen+Mask+! NO!",,"No! Tuxedo +Kamen+Mask+! NO!"
65,,"〔マーズ〕","セーラームーン！！","(Mars)","Sailor Moon! Girls!",,"Sailor Moon! Girls!"
66,,"〔マーズ〕","……","(Mars)","......",,"......"
67,,"〔セーラームーン〕","マーズ……","(Sailor Moon)","Mars...",,"Mars..."
68,,"〔クンツァイト〕","おまえ一人で相手とは、ずい分となめられたものだな","(Kunzite)","Alone, against all of us?
You must be underestimating us.",,"Alone, against all of us?
You must be underestimating us."
69,,"〔ゾイサイト〕","その身のほど知らず、思い知らせてあげるわ","(Zoisite)","He will learn how wrong he is.",,"He will learn how wrong he is."
70,,"〔ジェダイト〕","かくごしろ……","(Jadeite)","Get ready...",,"Get ready..."
71,,"〔タキシード仮面〕","こい！","(Tuxedo +Kamen+Mask+)","Bring it on!",,"Bring it on!"
72,,"〔マーズ〕","さ……行くよ！","(Mars)","Come on, let's go!",,"Come on, let's go!"
73,,"〔セーラームーン〕","おねがい……死なないで…","(Sailor Moon)","Please...Don't die...",,"Please... Don't die..."
