10,"a000","〔アルテミス〕","今日はずいぶんと月がきれいだなあ……なあ、ルナ？","(Artemis)","The moon is particularly lovely tonight.
Don't you think so, Luna?",,"The moon is particularly lovely today.
Don't you think so, Luna?"
11,"a001","〔アルテミス〕","……ルナ","(Artemis)","...Luna?",,"...Luna?"
12,"a002","〔ルナ〕","すーーーーすーーーー","(Luna)","Zzz...Zzz...",,"Zzz... Zzz..."
13,"a003","〔アルテミス〕","ふぅ……これも、
ま、平和な証拠か……","(Artemis)","*sigh*
I suppose that's a sign we're in peaceful times, too...",,"*sigh* I suppose this is also proof of these peaceful times."
14,"a007","〔アルテミス〕","こ……このエナジーは！？","(Artemis)","Wh-What is this energy?!",,"Wh-What is this energy?!"
15,"a008","〔ルナ〕","ふにゃ？","(Luna)","*meow?*",,"*meow?*"
16,"a009","〔ルナ〕","ねえアルテミス、何？
どうしたっていうのよぉ？","(Luna)","Artemis? What's the matter?",,"Artemis? What's the matter?"
17,"a010","〔アルテミス〕","……こっちだ！
おくれるな、ルナ！！","(Artemis)","...Over there!
Keep up with me, Luna!",,"...Over there!
Keep up with me, Luna!"
18,"a011","〔ルナ〕","……もう！","(Luna)","...Sheesh...",,"...Sheesh..."
19,"a012","〔ルナ〕","何よ、夢ランドじゃない
","(Luna)","This is Dream Land.",,"This is Dream Land."
20,,"〔ルナ〕","こんな時間に来たって
しまってるわ","(Luna)","Why are you bringing me here this late―",,"Why are you bringing me here this late―"
21,"a013","〔ルナ〕","！？","(Luna)","Huh?!",,"Huh?!"
22,"a014","〔ルナ〕","……今の……","(Luna)","Was that...?",,"Was that...?"
23,"a200","〔亜美〕","あら、ルナ
どうしたの？","(Ami)","Oh dear. What's the matter, Luna?",,"Oh dear. What's the matter, Luna?"
24,"a201","〔ルナ〕","たいへんなのよ亜美ちゃん","(Luna)","I'm afraid I have bad news, Ami+-chan++.",,"I'm afraid I have bad news, Ami-chan."
25,"a202","〔ルナ〕","わたしとアルテミスが、あやしいカゲを見たのよ","(Luna)","Artemis and I saw some suspicious shadows.",,"Artemis and I saw some suspicious shadows."
26,"a203","〔アルテミス〕","ついさっきのことなんだけど……","(Artemis)","It was just a moment ago...",,"It was just a few moments ago."
27,"a204","〔亜美〕","夢ランドに何があるのかしら……","(Ami)","Could something be happening at Dream Land?",,"Is something happening at Dream Land?"
28,"a205","〔アルテミス〕","わからないな。でも、妖魔ににたエナジーも感じた","(Artemis)","We don't know for sure.
But we felt something akin to the Youma.",,"We don't know for sure.
However, we felt something akin to the Youma."
29,"a206","〔亜美〕","みんなにはもう話したの？","(Ami)","Have you told the other girls?",,"Have you told the other girls?"
30,"a207","〔ルナ〕","そんなに緊急じゃないと
思ったから","(Luna)","No. There's no clear danger...yet.",,"No. There's no clear danger...yet."
31,,"〔ルナ〕","まだ亜美ちゃんにだけよ","(Luna)","So we figured we'd tell you first, Ami+-chan++.",,"So we figured we'd tell you first, Ami-chan."
32,"a208","〔ルナ〕","みんな、こんな夜遅くは
寝てるものね","(Luna)","The others are probably sleeping anyway.",,"The others are probably sleeping anyway."
33,"a209","〔アルテミス〕","あしたになったら
みんなに話すつもりだ","(Artemis)","We're going to tell them tomorrow.",,"We're going to tell them tomorrow."
