10,,"〔うさぎ〕","ホントよホント！","(Usagi)","I'm telling you, it's true!",,"I'm telling you, it's true!"
11,,"〔うさぎ〕","なるちゃんから
電話があったんだから！","(Usagi)","Naru+-chan++ told me over the phone!",,"Naru-chan told me over the phone!"
12,"p285","〔レイ〕","……信じられないわ。ネフライトは死んだのよ","(Rei)","...It's hard to believe. Nephrite is dead.",,"...It's hard to believe. Nephrite is dead."
13,"p286","〔レイ〕","うさぎだって見たでしょ？","(Rei)","You saw it yourself, Usagi.",,"You saw it yourself, Usagi."
14,"p287","〔レイ〕","もしかしたらニセモノってこともありえるわ","(Rei)","It's possible that it's someone pretending to be him.",,"It's possible that it's someone pretending to be him."
15,"p288","〔亜美〕","死んだ人間が存在するっていうのもおかしな話だし…","(Ami)","It's a fact that the dead cannot come back to life.",,"It's a fact that the dead cannot come back to life."
16,"p289","〔うさぎ〕","ちょ、ちょっとまってよ！何でそうなるのよ！？","(Usagi)","Wait a minute! Why do you have to be like that?!",,"Wait a minute! Why does it have to be that way?!"
17,"p290","〔うさぎ〕","ネフライトは命がけで敵から逃げてきたのよ！","(Usagi)","Nephrite risked his life to get away from the enemy,",,"Nephrite risked his life to get away from the enemy,"
18,"p291","〔うさぎ〕","銀水晶をねらっているヤツがいるって","(Usagi)","all so he could let me know that someone's after the Silver Crystal!",,"so he could let me know that someone's after the"
19,,"〔うさぎ〕","わたしに教えるために！","(Usagi)",,,"Silver Crystal!"
20,"p292","〔うさぎ〕","……それにもしニセモノだとしても","(Usagi)","...Besides, no matter how convincing a faker might be,",,"...Besides, no matter how convincing a faker might be,"
21,,"〔うさぎ〕","なるちゃんの目までは
ごまかせないハズよ","(Usagi)","there's no way he'd fool Naru+-chan++.",,"there's no way he'd fool Naru-chan."
22,,"〔レイ〕","…………","(Rei)","......",,"......"
23,,"〔亜美〕","…………","(Ami)","......",,"......"
24,,"〔まこと〕","…………","(Makoto)","......",,"......"
25,,"〔美奈子〕","…………","(Minako)","......",,"......"
26,"p293","〔うさぎ〕","ねっ！　まこちゃんと美奈子ちゃんはどう思う？","(Usagi)","Mako+-chan++, Minako+-chan++, what do you think?",,"Mako-chan, Minako-chan, what do you think?"
27,,,"信じる",,"Believe",,"Believe"
28,,,"信じられない",,"Don't believe",,"Don't believe"
29,,,"ネフライトのことを聞く",,"Ask about Nephrite",,"Ask about Nephrite"
30,,"〔美奈子〕","ウソじゃないんでしょうけど……","(Minako)","Well, I don't think it's a lie...",,"Well, I don't think it's a lie..."
31,,"〔うさぎ〕","なるちゃんは、ウソなんてつかないわよ！","(Usagi)","Naru+-chan++ would never lie!",,"Naru-chan would never lie!"
32,,"〔美奈子〕","ええ、それはわかるわ","(Minako)","Yes, I know.",,"Yes, I know."
33,,"〔うさぎ〕","まこちゃんはどう？","(Usagi)","What about you, Mako+-chan++?",,"What about you, Mako-chan?"
34,,"〔美奈子〕","信じたいけど……","(Minako)","I'd like to believe it, but...",,"I'd like to believe it, but..."
35,,"〔うさぎ〕","けど、なんなの？","(Usagi)","But...what?",,"But...what?"
36,,"〔美奈子〕","話が急すぎて……","(Minako)","This is too sudden...",,"This is too sudden..."
37,,"〔うさぎ〕","まこちゃん
まこちゃんはどう思う？","(Usagi)","Mako+-chan++...
What about you, Mako+-chan++?",,"Mako-chan.
What about you, Mako-chan?"
38,"p306","〔レイ〕","とにかく！　話ができすぎてるわ。信用できない","(Rei)","This is all too convenient. I don't trust him.",,"This is all too convenient. I don't trust him."
