10,"v214","〔アルテミス〕","気をぬくなよ
セーラーヴィーナス","(Artemis)","Stay sharp, Sailor Venus!",,"Stay sharp, Sailor Venus!"
11,"v215","〔ヴィーナス〕","わかってる、やつらのことだわ……そろそろ","(Venus)","Got it. Knowing that bunch, one of them must be―",,"Got it. Knowing them, one of them must be―"
12,"v216","〔クンツァイト〕","そろそろ……なにかね？","(Kunzite)","Must be...what, exactly?",,"Must be...what, exactly?"
13,"v217","〔クンツァイト〕","ええ？
セーラーヴィーナス","(Kunzite)","Pray tell, Sailor Venus.",,"Pray tell, Sailor Venus."
14,"v218","〔ヴィーナス〕","フッ……","(Venus)","Heh.",,"Heh."
15,"v219","〔ヴィーナス〕","ノコノコ姿を見せるころだと思ったのよ！！","(Venus)","I knew you'd show your face sooner or later!",,"I knew you'd show your face sooner or later!"
16,,,"ちょうはつする",,"Provoke",,"Provoke"
17,,,"問いつめる",,"Question",,"Question"
18,,,"こうげきする",,"Attack",,"Attack"
19,,"〔ヴィーナス〕","おりてらっしゃい！
……それとも","(Venus)","What are you waiting for?
Come down! Unless...",,"What are you waiting for?
Come down! Unless..."
20,,"〔ヴィーナス〕","あたしがコワくておりられないのかしら？","(Venus)","You're too scared to face me up close?",,"You're too scared to face me up close?"
21,,"〔クンツァイト〕","……ふん、たわけたことを","(Kunzite)","Hmph. Nonsense.",,"Hmph. Nonsense."
22,,"〔ヴィーナス〕","あなたたち、今度はなにをたくらんでるの！","(Venus)","What are you guys plotting? Tell me!",,"What are you guys plotting? Tell me!"
23,,"〔クンツァイト〕","……それを知りたければ
オレを倒してみるんだな","(Kunzite)","If you want to know...you'll have to defeat me first.",,"If you want to know...you'll have to defeat me first."
24,,"〔ヴィーナス〕","……そう言うと思ったわ","(Venus)","...Yeah, that's about what I expected.",,"...Yeah, that's about what I expected."
25,"v220","〔ヴィーナス〕","クレッセントビーム！","(Venus)","Crescent Beam!",,"Crescent Beam!"
26,"v221","〔ヴィーナス〕","あなたの正体は
とっくにお見通しよ！","(Venus)","I know exactly who you are!",,"I know exactly who you are!"
27,"v222","〔ヴィーナス〕","四天王の１人
クンツァイト！！","(Venus)","You're one of the +Shitennou+Four Heavenly Kings+―Kunzite!",,"You're one of the Shitennou―Kunzite!"
28,"v223","〔クンツァイト〕","フッ……","(Kunzite)","Heh...",,"Heh..."
29,"v224","〔クンツァイト〕","いかにも、オレの名は
ダークキングダム四天王","(Kunzite)","Indeed.",,"Indeed."
30,,"〔クンツァイト〕","クンツァイト","(Kunzite)","I am Kunzite, one of the Dark Kingdom's +Shitennou+Four Heavenly Kings+.",,"I am Kunzite, one of the Dark Kingdom's Shitennou."
31,"v225","〔クンツァイト〕","セーラーヴィーナス
きさまにこのオレの相手が","(Kunzite)","Now then, Sailor Venus.",,"Now then, Sailor Venus."
32,,"〔クンツァイト〕","どこまでつとまるかな？","(Kunzite)","Let's see how long you can keep up with me.",,"Let's see how long you can keep up with me."
33,"v226","〔クンツァイト〕","ムン……","(Kunzite)","Hmph...",,"Hmph..."
34,,,"よける",,"Dodge",,"Dodge"
35,,,"こらえる",,"Take it",,"Take it"
36,,,"ひっさつワザ",,"Special Attack",,"Special Attack"
37,"v228","〔ヴィーナス〕","はあっ！！","(Venus)","Hah!",,"Hah!"
38,"v229","〔アルテミス〕","ええーーーい！！","(Artemis)","Hyaaah!",,"Hyaaah!"
39,"v230","〔クンツァイト〕","フン！","(Kunzite)","Hmph!",,"Hmph!"
40,"v231","〔アルテミス〕","うわあっ！","(Artemis)","Gwaaah!",,"Gwaaah!"
41,"v232","〔クンツァイト〕","フッ……","(Kunzite)","Heh...",,"Heh..."
42,"v233","〔クンツァイト〕","なにぃ！","(Kunzite)","What?!",,"What?!"
43,"v234","〔クンツァイト〕","う……","(Kunzite)","Urgh...",,"Urgh..."
44,"v235","〔美奈子〕","（今だ！）","(Minako)","(Now!)",,"(Now!)"
45,,,"ひっさつワザ",,"Special Attack",,"Special Attack"
46,,,"キック",,"Kick",,"Kick"
47,,,"パンチ",,"Punch",,"Punch"
48,"v220","〔ヴィーナス〕","クレッセントビーム！","(Venus)","Crescent Beam!",,"Crescent Beam!"
49,,"〔ヴィーナス〕","てやっ！","(Venus)","Teyah!",,"Teyah!"
50,"v236","〔ヴィーナス〕","とおっ！","(Venus)","Toh!",,"Toh!"
51,"v237","〔ヴィーナス〕","！？","(Venus)","?!",,"? !"
52,"v238","〔クンツァイト〕","調子に……のるな！！","(Kunzite)","Don't get too full of yourself!",,"Don't get too full of yourself!"
53,"v239","〔ヴィーナス〕","ああっ！","(Venus)","Ahh!",,"Ahh!"
54,,"〔ヴィーナス〕","（クレッセン……ダメ！まにあわない！！）","(Venus)","(Crescen―No, I won't make it!)",,"(Crescen―No, I won't make it!)"
55,,"〔アルテミス〕","ヴィーナス！","(Artemis)","Venus!",,"Venus!"
56,"v240","〔アルテミス〕","く……","(Artemis)","Rgh...",,"Rgh..."
57,"v241","〔アルテミス〕","ぐ……","(Artemis)","Urgh...",,"Urgh..."
58,"v242","〔アルテミス〕","うわぁっ！","(Artemis)","Argh!",,"Argh!"
59,"v243","〔アルテミス〕","ぐはっ！！","(Artemis)","Gwaah!",,"Gwaah!"
60,"v244","〔アルテミス〕","うう……","(Artemis)","Urgh...",,"Urgh..."
61,"v245","〔ヴィーナス〕","アルテミス！","(Venus)","Artemis!",,"Artemis!"
62,"v246","〔クンツァイト〕","他人の心配をするヒマが…","(Kunzite)","You should be worrying about...",,"You should be worrying about..."
63,,"〔クンツァイト〕","あるかあっ！","(Kunzite)","...yourself!",,"yourself!"
64,"v249","〔ヴィーナス〕","！？
消えた……！？","(Venus)","?!
He's gone...?!",,"? !
He's gone...?!"
65,,"〔ヴィーナス〕","！？","(Venus)","?!",,"? !"
66,"v250","〔ヴィーナス〕","くあっ！","(Venus)","Argh!",,"Argh!"
67,"v251","〔クンツァイト〕","調子にのるな、小娘が……","(Kunzite)","You shouldn't have pushed your luck, girl.",,"You shouldn't have pushed your luck, girl."
68,"v252","〔クンツァイト〕","きさまなど、このおれの敵ではない！","(Kunzite)","You were never a match for me!",,"You were never a match for me!"
69,"v253","〔ヴィーナス〕","（く……苦しい……
なんとか……しなきゃ…）","(Venus)","(I-I can't...breathe...
I have to...do something...!)",,"(I-I can't...breathe...
I have to...do something...!)"
70,,,"たえる",,"Bear with it",,"Bear with it"
71,,,"こうげきする",,"Attack",,"Attack"
72,,,"投げとばす",,"Throw",,"Throw"
73,,"〔ヴィーナス〕","（こ……このままじゃ……やられちゃう……）","(Venus)","(I-I won't last much longer...!)",,"(I-I won't last much longer...!)"
74,"v254","〔ヴィーナス〕","ぐっ……","(Venus)","Rgh...",,"Rgh..."
75,"v255","〔ヴィーナス〕","はあっ！！","(Venus)","Hah!",,"Hah!"
76,"v256","〔ヴィーナス〕","ああっ！！","(Venus)","Aaah!",,"Aaah!"
77,"v257","〔クンツァイト〕","フッ……","(Kunzite)","Heh...",,"Heh..."
78,"v258","〔クンツァイト〕","おうじょうぎわが悪いぞ","(Kunzite)","You don't know when to give up, do you?",,"You don't know when to give up, do you?"
79,"v259","〔クンツァイト〕","……あんずるな
おまえの仲間も","(Kunzite)","Don't worry.",,"Don't worry."
80,,"〔クンツァイト〕","今ごろ同じ運命をたどっているころだろう……","(Kunzite)","Soon, you and your little friends will all be together...",,"You and your little friends will all be together, soon..."
81,"v260","〔ヴィーナス〕","ぐはっ！！","(Venus)","Gwaah!",,"Gwaah!"
82,"v261","〔ヴィーナス〕","（だめ……このままじゃ…うさぎちゃん……）","(Venus)","(N-No... At this rate...
Usagi+-chan++...)",,"(N-No... At this rate...
Usagi-chan...)"
83,,"〔ヴィーナス〕","（みんな……）","(Venus)","(Girls...)",,"(Girls...)"
84,"v262","〔アルテミス〕","その手をはなせーー！！","(Artemis)","Get your dirty hands off of her!!",,"Get your dirty hands off of her!!"
85,"v263","〔クンツァイト〕","なにっ！！","(Kunzite)","What?!",,"What?!"
86,"v264","〔ヴィーナス〕","は……ごほっ！
けほっ！","(Venus)","*gasp* *cough* *cough*",,"*gasp* *cough* *cough*"
87,"v265","〔アルテミス〕","今だ！
セーラーヴィーナス！","(Artemis)","Now, Sailor Venus!",,"Now, Sailor Venus!"
88,"v266","〔ヴィーナス〕","クレッセント！","(Venus)","Crescent!",,"Crescent!"
89,"v267","〔クンツァイト〕","ちっ……","(Kunzite)","Tch!",,"Tch!"
90,"v268","〔ヴィーナス〕","ぐっ……","(Venus)","Rgh...",,"Rgh..."
91,"v269","〔ヴィーナス〕","どりゃあ！","(Venus)","Doryah!",,"Doryah!"
92,"v270","〔クンツァイト〕","ぐはあっ！","(Kunzite)","Gwaah!",,"Gwaah!"
93,"v271","〔ヴィーナス〕","は……ごほっ！
けほっ！","(Venus)","*gasp* *cough* *cough*",,"*gasp* *cough* *cough*"
94,"v272","〔クンツァイト〕","おのれ…よくもこのオレさまに、土をつけてくれたな","(Kunzite)","How dare you...
How dare you get me dirty?!",,"How dare you...
How dare you get me dirty?!"
