10,,"〔美奈子〕","（さてと、これからどうしようかなあ……？","(Minako)","(Now then, what should I do?",,"(Now then. What should I do?"
11,,"〔美奈子〕","うーん、やっぱり年ごろの女子中学生としては……）","(Minako)","A proper middle school girl like me should...)",,"A proper high school girl like me should...)"
12,,,"映画に行く",,"Go watch a movie",,"Go watch a movie"
13,,,"ショッピングに行く",,"Go shopping",,"Go shopping"
14,,,"デートに行く",,"Go on a date",,"Go on a date"
15,,"〔美奈子〕","（映画にでも行こうかな？","(Minako)","(How about watching a movie?",,"(How about watching a movie?"
16,,"〔美奈子〕","うん、ロマンチックな恋愛映画なんていいわよね…）","(Minako)","Maybe a romantic love story...) ",,"Maybe a romantic love story...) "
17,,"〔美奈子〕","……はあ、でも一人で見てもなあ……","(Minako)","...Watching a movie alone is kinda sad...",,"...Watching a movie alone is kinda sad..."
18,,"〔美奈子〕","（ここはひとつ、ショッピングなんてどうかしら？","(Minako)","(How about going shopping?",,"(How about going shopping?"
19,,"〔美奈子〕","新しいワンピースも欲しいしなあ……）","(Minako)","I'd like to buy a new dress...)",,"I'd like to buy a new dress...)"
20,,"〔美奈子〕","ダメだわ。おこづかいも
もうあんまりないし……","(Minako)","...I'd better not. My pocket money is running thin as it is...",,"...I'd better not. My pocket money is running thin as it is..."
21,,"〔美奈子〕","（デートなんてどうかな？","(Minako)","(How about going on a date?",,"(How about going on a date?"
22,,"〔美奈子〕","うん、これぞ健全な女子中学生って感じ！）","(Minako)","Yeah, that's the perfect activity for a middle school girl!)",,"Yeah, that's the perfect activity for a high school girl!)"
23,,"〔美奈子〕","…だれとするのよ、だれと","(Minako)","...I'd need to get me a boyfriend first...",,"...I'd need to get me a boyfriend first..."
24,,"〔美奈子〕","うっうっ、なんだか悲しくなってきちゃった","(Minako)","*sigh* Way to bring myself down.",,"*sigh* Way to bring myself down."
25,,"〔美奈子〕","うーん、どうしようかなあ…………そうだ！","(Minako)","What to do, what to do...Oh yeah!",,"What to do, what to do... Oh yeah!"
26,,"〔美奈子〕","どうせなら、みんなをさそってゲーセンに行こう！","(Minako)","I'll invite the girls! We can hang out at the arcade!",,"I'll invite the girls! We can hang out at the arcade!"
27,,"〔美奈子〕","いよーーーっし、決定！","(Minako)","Yes, it's perfect!",,"Yes, it's perfect!"
28,"r013","〔美奈子〕","レーーイちゃん！","(Minako)","Reiiiii+-chan++!",,"Rei-chan!"
29,"r014","〔レイ〕","わっ！！","(Rei)","Wah!",,"Wah!"
30,"r015","〔レイ〕","……なんだ、美奈子ちゃんじゃない","(Rei)","Oh, it's just you, Minako+-chan++.",,"Oh, it's just you, Minako-chan."
31,"r016","〔レイ〕","おどかさないでよ","(Rei)","Don't startle me like that.",,"Don't startle me like that."
32,"r017","〔美奈子〕","ごめんごめん","(Minako)","Sorry, sorry.",,"Sorry, sorry."
33,"r018","〔レイ〕","どうしたの、急に？","(Rei)","So, what's up?",,"So, what's up?"
34,"r019","〔美奈子〕","へへー、それがねぇ
ちょっとお話があるのよ","(Minako)","Weeell...I wanted to talk to you about a thing.",,"Weeell... I wanted to talk to you about something."
35,"r020","〔レイ〕","…………？","(Rei)","...?",,"...?"
36,"p014","〔まこと〕","えっ！？特訓？
今日これから？","(Makoto)","Huh?! Special training?!
Like, today?",,"Huh?! Special training?!
Like, today?"
37,"p015","〔レイ〕","そうなのよ、急に……勝手だと思わない？","(Rei)","Yeah, that's what he said.
He's so selfish.",,"Yeah, that's what he said.
He's so selfish."
38,"p016","〔美奈子〕","だから、アルテミスには悪いけど、","(Minako)","That's Artemis for you.",,"That's Artemis for you."
39,,"〔美奈子〕","知らんぷりしてさぼっちゃおー！　って話してたのよ","(Minako)","So here's the plan: we'll pretend we didn't know about it and go have some fun!",,"So here's the plan: we'll pretend we didn't know about it and go have some fun!"
40,"p017","〔うさぎ〕","あっ、でもそんじゃ亜美ちゃんもさそってあげなきゃ","(Usagi)","Oh, but we have to tell Ami+-chan++ too!",,"Oh, but we have to tell Ami-chan too!"
41,"p018","〔まこと〕","亜美ちゃんか、そういえばさっき会ったけど","(Makoto)","Ami+-chan++? Actually, I saw her earlier.",,"Ami-chan? Actually, I saw her earlier."
42,,"〔まこと〕","図書室に行くとか言ってたな","(Makoto)","She said she was going to the library.",,"She said she was going to the library."
43,"p019","〔美奈子〕","じゃ、まだ学校にいるのね","(Minako)","So, she's still at school.",,"So, she's still at school."
44,"p020","〔レイ〕","それじゃ話ははやいわ","(Rei)","Perfect.",,"Perfect."
45,,"〔レイ〕","もどって亜美ちゃんもさそいましょう！","(Rei)","Let's go back to school and ask Ami+-chan++ to join us!",,"Let's go back to school and ask Ami-chan to join us!"
46,"p021","〔うさぎ〕","え……？","(Usagi)","Uhhh...",,"Uhhh..."
47,"p022","〔レイ〕","どうしたの？","(Rei)","What's wrong?",,"What's wrong?"
