10,"r186","〔マーズ〕","だんまり決めこんでもムダよ！","(Mars)","You can drop the silent treatment.",,"You can drop the silent treatment."
11,"r187","〔マーズ〕","あなたの気にはおぼえがあるわ","(Mars)","I have a clear reading on your energy.",,"I have a clear reading on your energy."
12,"r188","〔マーズ〕","ジェダイト！
また倒されたいの！？","(Mars)","Did you want me to beat you again that badly, Jadeite?!","she does say ""again"", but I don't know if there's any history between Mars and Jadeite.","Did you want me to beat you again that badly, Jadeite?!"
13,"r189","〔ジェダイト〕","ジェダイ……ト……？","(Jadeite)","Jadeite...?",,"Jadeite...?"
14,"r190","〔マーズ〕","とぼけるのも
いいかげんにしなさい！！","(Mars)","Quit playing dumb and fight!",,"Quit playing dumb and fight!"
15,,,"ファイヤーソウル！",,"Fire Soul!",,"Fire Soul!"
16,,,"パンチ！",,"Punch!",,"Punch!"
17,,,"キック！",,"Kick!",,"Kick!"
18,"r221","〔マーズ〕","ファイヤーソウル！","(Mars)","Fire Soul!",,"Fire Soul!"
19,"r193","〔マーズ〕","な……！？","(Mars)","Wha―?!",,"Wha―?!"
20,"r194","〔マーズ〕","！！","(Mars)","!!",,"! !"
21,"r195","〔ジェダイト〕","ムンッ！","(Jadeite)","Hmph!",,"Hmph!"
22,"r196","〔マーズ〕","キャアアア！！","(Mars)","EEEK!",,"EEEK!"
23,"r197","〔マーズ〕","あうっ！！","(Mars)","Agh!",,"Agh!"
24,"r198","〔マーズ〕","う……！","(Mars)","Urgh...!",,"Urgh...!"
25,"r199","〔マーズ〕","ぐ……く……","(Mars)","Rgh...Agh...",,"Rgh... Agh..."
26,"r200","〔ジェダイト〕","フフ……","(Jadeite)","Heheh...",,"Heheh..."
27,"r201","〔マーズ〕","ぐ……","(Mars)","Rgh...",,"Rgh..."
28,"r202","〔マーズ〕","！！","(Mars)","!!",,"! !"
29,,,"話す",,"Talk",,"Talk"
30,,,"ファイヤーソウル！",,"Fire Soul!",,"Fire Soul!"
31,,,"攻撃！",,"Attack!",,"Attack!"
32,,"〔マーズ〕","……こんなことで
まいらないわよ！","(Mars)","...You'll have to do better than that!",,"...You'll have to do better than that!"
33,"r203","〔ジェダイト〕","なっ……？","(Jadeite)","What...?",,"What...?"
34,"r204","〔マーズ〕","くらえぇっ！！","(Mars)","Take this!",,"Take this!"
35,,,"考える",,"Think",,"Think"
36,,,"ファイヤーソウル！",,"Fire Soul!",,"Fire Soul!"
37,,,"連続こうげき",,"Consecutive attacks",,"Consecutive attacks"
38,,"〔マーズ〕","（！　……チャンス！！）","(Mars)","(...This is my chance!)",,"(...This is my chance!)"
39,"r221","〔マーズ〕","ファイヤーソウル！","(Mars)","Fire Soul!",,"Fire Soul!"
40,"r207","〔ジェダイト〕","ちいっ！！","(Jadeite)","Tch!",,"Tch!"
41,"r208","〔ジェダイト〕","いいぞ
セーラーマーズ","(Jadeite)","Very good, Sailor Mars.",,"Very good, Sailor Mars."
42,"r209","〔ジェダイト〕","やっと戦いらしく
なってきた……","(Jadeite)","This fight is finally getting interesting...",,"This fight is finally getting interesting..."
43,"r210","〔ジェダイト〕","そうこなくてはな！","(Jadeite)","This is how it should be!",,"This is how it should be!"
44,"r211","〔マーズ〕","はっ！！","(Mars)","Hah!",,"Hah!"
45,"r212","〔ジェダイト〕","どうした？　私のプレゼントはお気にめさなかった？","(Jadeite)","What's wrong? Don't you like my present?",,"What's wrong? Don't you like my present?"
46,,"〔マーズ〕","………………","(Mars)","......",,"......"
47,"r213","〔ジェダイト〕","じゃあ、これはどうかな？","(Jadeite)","Then how about this?",,"Then how about this?"
48,"r214","〔マーズ〕","！？","(Mars)","?!",,"? !"
49,"r215","〔マーズ〕","な……？","(Mars)","Wha―?",,"Wha―?"
50,"r216","〔ジェダイト〕","フ……","(Jadeite)","Heh...",,"Heh..."
51,"r217","〔マーズ〕","（土人形……！！　くっ……こんなもの！！）","(Mars)","(Clay dolls...! Rgh...I won't lose to THEM!)",,"(Clay dolls...! Rgh... I won't lose to them!)"
52,,,"ファイヤーソウル！",,"Fire Soul!",,"Fire Soul!"
53,,,"後ろの木にたたきつける",,"Throw against tree",,"Throw against tree"
54,,,"考える",,"Think",,"Think"
55,,"〔マーズ〕","（これなら……ファイヤーソウルで倒せる！！）","(Mars)","(I can use Fire Soul to beat them!)",,"(I can use the Fire Soul to beat them!)"
56,"r218","〔マーズ〕","ていっ！！","(Mars)","Hyah!",,"Hyah!"
57,"r219","〔ジェダイト〕","チッ！！","(Jadeite)","Tch!",,"Tch!"
58,"r220","〔マーズ〕","……く……","(Mars)","...Kh...",,"...Kh..."
59,"r221","〔マーズ〕","ファイヤーソウル！","(Mars)","Fire Soul!",,"Fire Soul!"
