0,,"","▼",""
1,,"","セーブする？",""
2,,"","　ＹＥＳ",""
3,,"","　ＮＯ",""
4,,"","セーブする？",""
5,,"","　ＹＥＳ",""
6,,"","　ＮＯ",""
7,,"","何番にする？",""
8,,"","１番にセーブ",""
9,,"","２番にセーブ",""
10,,"〔うさぎ〕","ホントよホント！","(Usagi)"
11,,"〔うさぎ〕","なるちゃんから
電話があったんだから！","(Usagi)"
12,"p285","〔レイ〕","……信じられないわ。ネフライトは死んだのよ","(Rei)"
13,"p286","〔レイ〕","うさぎだって見たでしょ？","(Rei)"
14,"p287","〔レイ〕","もしかしたらニセモノってこともありえるわ","(Rei)"
15,"p288","〔亜美〕","死んだ人間が存在するっていうのもおかしな話だし…","(Ami)"
16,"p289","〔うさぎ〕","ちょ、ちょっとまってよ！何でそうなるのよ！？","(Usagi)"
17,"p290","〔うさぎ〕","ネフライトは命がけで敵から逃げてきたのよ！","(Usagi)"
18,"p291","〔うさぎ〕","銀水晶をねらっているヤツがいるって","(Usagi)"
19,,"〔うさぎ〕","わたしに教えるために！","(Usagi)"
20,"p292","〔うさぎ〕","……それにもしニセモノだとしても","(Usagi)"
21,,"〔うさぎ〕","なるちゃんの目までは
ごまかせないハズよ","(Usagi)"
22,,"〔レイ〕","…………","(Rei)"
23,,"〔亜美〕","…………","(Ami)"
24,,"〔まこと〕","…………","(Makoto)"
25,,"〔美奈子〕","…………","(Minako)"
26,"p293","〔うさぎ〕","ねっ！　まこちゃんと美奈子ちゃんはどう思う？","(Usagi)"
27,"p294","〔まこと〕","どうって…あたしは、そのネフライトってのと会った","(Makoto)"
28,,"〔まこと〕","ことないから、どんなヤツかわからないし……","(Makoto)"
29,"p295","〔美奈子〕","そもそも","(Minako)"
30,,"〔美奈子〕","その人が逃げ出してきた新しい敵って何者なの？","(Minako)"
31,"p296a","〔うさぎ〕","だからぁ、よくわかんないけど銀水晶をねらってて","(Usagi)"
32,"p296b","〔うさぎ〕","ベリルはダークキングダムを復活させようとしてて","(Usagi)"
33,"p296c","〔うさぎ〕","ネフライトは必死でピンチなのよ！","(Usagi)"
34,,"〔４人〕","……？","(All Four)"
35,"p297","〔ルナ〕","つまり、新たに銀水晶をねらう者がいて……","(Luna)"
36,"p298","〔ルナ〕","ダークキングダムのクインベリルと四天王をよみがえ","(Luna)"
37,,"〔ルナ〕","らせ自らの配下においた","(Luna)"
38,"p299","〔ルナ〕","今のところ、そいつの正体は不明","(Luna)"
39,"p300","〔ルナ〕","銀水晶を使って何をしようとしているのかも不明","(Luna)"
40,"p301a","〔ルナ〕","うさぎちゃんがセーラームーンであることを知ってい","(Luna)"
41,,"〔ルナ〕","るネフライトは","(Luna)"
42,,"","〔ルナ〕
",""
43,"p301b","","そのことをいち早く知らせようと",""
44,,"〔ルナ〕","命がけで組織を抜け出してきた","(Luna)"
45,"p302","〔ルナ〕","なるちゃんの一件もあるしネフライトは","(Luna)"
46,,"〔ルナ〕","もう充分に改心したんじゃないか……？","(Luna)"
47,"p302a","〔ルナ〕","……と言いたいんでしょ？うさぎちゃんは","(Luna)"
48,"p303","〔うさぎ〕","そう！　そうなのよ！！","(Usagi)"
49,"p304","〔アルテミス〕","すごいな、ルナ
よくわかったね","(Artemis)"
50,"p305","〔ルナ〕","まあ、付き合いが長いからね……","(Luna)"
51,"p306","〔レイ〕","とにかく！　話ができすぎてるわ。信用できない","(Rei)"
52,"p307","〔うさぎ〕","レイちゃん！！","(Usagi)"
53,"p308","〔美奈子〕","……どっちにしても","(Minako)"
54,,"〔美奈子〕","その人は今なるちゃんの所にいるんでしょ？","(Minako)"
55,"p309","〔美奈子〕","敵が連れ戻しにくるかもしれないし、万一にそなえて","(Minako)"
56,,"〔美奈子〕","見張りが必要ね","(Minako)"
57,"p315","〔うさぎ〕","もういい！！","(Usagi)"
58,"p316","〔まこと〕","うさぎちゃん！","(Makoto)"
