0,,"","▼",""
1,,"","セーブする？",""
2,,"","　ＹＥＳ",""
3,,"","　ＮＯ",""
4,,"","セーブする？",""
5,,"","　ＹＥＳ",""
6,,"","　ＮＯ",""
7,,"","何番にする？",""
8,,"","１番にセーブ",""
9,,"","２番にセーブ",""
10,,"〔クインベリル〕","モニュメントの製作は
どうなっておる？","(Queen Beryl)"
11,,"〔クンツァイト〕","その件につきましては","(Kunzite)"
12,,"〔クンツァイト〕","ただいまゾイサイトが動いております","(Kunzite)"
13,,"〔クインベリル〕","たしか電脳世界で作っておるのだったな","(Queen Beryl)"
14,,"〔クンツァイト〕","はっ、コンピュータネットワーク上に存在する","(Kunzite)"
15,,"〔クンツァイト〕","仮想空間でモニュメントを作りだし","(Kunzite)"
16,,"〔クンツァイト〕","あつめたエナジーを使用し","(Kunzite)"
17,,"〔クンツァイト〕","一気に現実空間に再構成いたします","(Kunzite)"
18,,"〔クインベリル〕","うまくいくのか……","(Queen Beryl)"
19,,"〔クンツァイト〕","再生されパワーアップした知識の妖魔","(Kunzite)"
20,,"〔クンツァイト〕","スーパーガロベンに作戦の成功率を計算させたところ","(Kunzite)"
21,,"〔クンツァイト〕","９０パーセント以上とでました","(Kunzite)"
22,,"〔クインベリル〕","それなら、よいが……","(Queen Beryl)"
23,,"〔クンツァイト〕","さらに、ことを電脳世界でおこなっておりますから","(Kunzite)"
24,,"〔クンツァイト〕","にっくきセーラー戦士どもに気づかれる心配もござい","(Kunzite)"
25,,"〔クンツァイト〕","ません。まあ、万に一つ気づかれても","(Kunzite)"
26,,"〔クンツァイト〕","作戦は最終段階に入っております","(Kunzite)"
27,,"〔クンツァイト〕","これを阻止することはできますまい","(Kunzite)"
28,,"〔クインベリル〕","時は満ちた……","(Queen Beryl)"
29,,"〔クインベリル〕","われらの大いなる復活まで　もはやいくばくの時もない","(Queen Beryl)"
30,,"〔クインベリル〕","はびこる人間ども","(Queen Beryl)"
31,,"〔クインベリル〕","そしてあの憎き
セーラー戦士どもに","(Queen Beryl)"
32,,"〔クインベリル〕","復讐の雷を落とすのだ！","(Queen Beryl)"
33,,"〔クンツァイト〕","……命令のままに……","(Kunzite)"
34,,"〔亜美〕","結局、みんなにもあやしいカゲの話をしちゃったわね","(Ami)"
35,,"〔亜美〕","ふう、それにしても
ひさしぶりの特訓","(Ami)"
36,,"〔亜美〕","ちょっと疲れちゃったわ","(Ami)"
37,,"","もう、ねる",""
38,,"","勉強する",""
39,,"","ルナに今日の報告をする",""
40,,"〔亜美〕","そうだ。そのまえに一応ルナに今日の報告を","(Ami)"
41,,"〔亜美〕","したほうがいいわね。","(Ami)"
42,"se06","〔亜美〕","ルナ、今日はごくろうさま","(Ami)"
43,,"〔ルナ〕","亜美ちゃんも、ごくろうさま。ところでこの通信は","(Luna)"
44,,"〔ルナ〕","調査の報告？","(Luna)"
45,,"〔亜美〕","ええ。まだ、あまりわかってないんだけど","(Ami)"
46,,"〔ルナ〕","つけられたことと、電磁波の異常のことは","(Luna)"
47,,"〔ルナ〕","アルテミスに聞いたわよ","(Luna)"
48,,"〔亜美〕","あら、それじゃあらためて報告することはないわ……","(Ami)"
