0,,"","▼",""
1,,"","セーブする？",""
2,,"","　ＹＥＳ",""
3,,"","　ＮＯ",""
4,,"","セーブする？",""
5,,"","　ＹＥＳ",""
6,,"","　ＮＯ",""
7,,"","何番にする？",""
8,,"","１番にセーブ",""
9,,"","２番にセーブ",""
10,"p577","〔レイ〕","…あれが新しい敵なわけ？","(Rei)"
11,"p578","〔ルナ〕","ええ……まこちゃん","(Luna)"
12,"p579","〔まこと〕","放課後のあの話し合いの後","(Makoto)"
13,"p580","〔まこと〕","神社から飛びだしていった　うさぎちゃんを追いかけて","(Makoto)"
14,"p581","〔まこと〕","わたしは途中で会った衛さんや海野くんといっしょに","(Makoto)"
15,,"〔まこと〕","ネフライトのおみまいに行ったんだ……","(Makoto)"
16,"p569","〔レイ〕","死者をよみがえらせる力をもつナゾの石","(Rei)"
17,"p570","〔レイ〕","ブラッディオパール…","(Rei)"
18,"p571","〔亜美〕","それを手にしたナゾの人物　パスト・ワイズマン","(Ami)"
19,"p572","〔美奈子〕","ベリルたちをよみがえらせた黒幕はそいつってわけね","(Minako)"
20,"p573","〔アルテミス〕","どうやら敵は、本格的に動き出したようだ","(Artemis)"
21,"p574","〔アルテミス〕","なにに使うかは知らないが","(Artemis)"
22,,"〔アルテミス〕","銀水晶がねらわれていることにはかわりがない","(Artemis)"
23,"p575","〔アルテミス〕","一瞬たりとも
油断はできないぞ","(Artemis)"
24,"p576","〔アルテミス〕","みんな心してかまえてくれ","(Artemis)"
25,,"〔うさぎ〕","…………","(Usagi)"
26,"p582","〔レイ〕","ごめん、うさぎ。ネフライトのこと、悪かったわ","(Rei)"
27,,"〔うさぎ〕","…………","(Usagi)"
28,"p583","〔まこと〕","元気だしなよ
うさぎちゃん","(Makoto)"
29,,"〔まこと〕","ネフライトはきっと無事さ","(Makoto)"
30,"p584","〔うさぎ〕","まこちゃん……","(Usagi)"
31,"p585","〔レイ〕","そうよ、うさぎ。セーラー戦士をバカにして……","(Rei)"
32,"p586","〔レイ〕","このままじゃすまさないわ","(Rei)"
33,"p587","〔うさぎ〕","みんな……","(Usagi)"
34,"p588","〔うさぎ〕","うん……！","(Usagi)"
35,"p589","〔美奈子〕","な……何？","(Minako)"
36,"p590","〔亜美〕","地震……？","(Ami)"
37,"p591","〔レイ〕","うっ……","(Rei)"
38,"p592","〔レイ〕","何よ……何なの、この圧倒的に巨大な妖気は！？","(Rei)"
39,"p593","〔レイ〕","この街が……東京が……のみこまれていく……","(Rei)"
40,"p594","〔４人〕","……！？","(All Four)"
41,"p599","〔クインベリル〕","黒水晶よ、わが呼びかけにこたえ","(Queen Beryl)"
42,,"〔クインベリル〕","その力をかしたまえ","(Queen Beryl)"
43,"p600","〔クインベリル〕","……この街すべてのエナジーを吸いつくし、その力を","(Queen Beryl)"
44,,"〔クインベリル〕","もってわれらがあるじを","(Queen Beryl)"
45,"p601","〔クインベリル〕","パスト・ワイズマンをこの地に呼びよせたまえ！！","(Queen Beryl)"
46,"p602","〔うさぎ〕","な、何よ、何なの！？","(Usagi)"
47,"p603","〔アルテミス〕","やつらだ……やつらが動きだしたんだ……！","(Artemis)"
