0,,"","▼",""
1,,"","セーブする？",""
2,,"","　ＹＥＳ",""
3,,"","　ＮＯ",""
4,,"","セーブする？",""
5,,"","　ＹＥＳ",""
6,,"","　ＮＯ",""
7,,"","何番にする？",""
8,,"","１番にセーブ",""
9,,"","２番にセーブ",""
10,"r000","〔声〕","グ……オウ……
グオオオオ……オウ……","(Voice)"
11,,"","見る",""
12,,"","考える",""
13,,"","人を探す",""
14,,"〔レイ〕","（……ここは……どこ？
……わからない……）","(Rei)"
15,,"〔レイ〕","（……なんなの……？
","(Rei)"
16,,"〔レイ〕","あたし……家にいたはずなのに……）","(Rei)"
17,,"〔レイ〕","（……だれもいない……
ここは、どこなの……？）","(Rei)"
18,"r001","〔レイ〕","……なに？
……なんなの？","(Rei)"
19,"r002","〔声〕","……にくい……
おまえたちがにくい……","(Voice)"
20,,"","答える",""
21,,"","ふりかえる",""
22,,"","耳をすます",""
23,,"〔レイ〕","だれ！？　だれなの！！","(Rei)"
24,,"〔レイ〕","（今の声は……？）","(Rei)"
25,,"〔声〕","このうらみ……今こそ
はらしてくれるぞ……","(Voice)"
26,,"〔レイ〕","！？","(Rei)"
27,"r003","〔声〕","セーラー戦士……","(Voice)"
28,"r003a","〔声〕","にくい…おまえたちがにくい！！","(Voice)"
29,,"〔レイ〕","！！","(Rei)"
30,"r005","〔レイ〕","……今の夢は……？","(Rei)"
31,,"〔レイ〕","さって、帰ろーっと","(Rei)"
32,,"〔レイ〕","はぁーあ、またか……","(Rei)"
33,,"","こまったなぁ……",""
34,,"","ヤダなぁ……",""
35,,"","まいったなぁ……",""
36,,"〔レイ〕","これが男の子からなら
話は別だけど……","(Rei)"
37,,"〔レイ〕","女の子からもらっても
しょうがないのよねぇ……","(Rei)"
38,,"〔レイ〕","女の子どうしで
ラブレターなんて……","(Rei)"
39,,"〔レイ〕","悪気はないんだろうけど
なんだか気持ち悪いわ……","(Rei)"
40,,"〔レイ〕","それにしても
こんなにいっぱい……","(Rei)"
41,,"〔レイ〕","捨てるわけにもいかないし　どーすればいいのよ","(Rei)"
42,"r954","〔弥ろく院〕","このあたしを差しおいて…","(Maitreya Temple)"
43,"se03","〔弥ろく院〕","みんなの人気を独り占めするなんて…許せませんわ！","(Maitreya Temple)"
44,,"〔弥ろく院〕","おぼえてなさい！
弥ろく院の名にかけて","(Maitreya Temple)"
45,,"〔弥ろく院〕","〔ぎゃふん〕と言わせて
やりますわ！","(Maitreya Temple)"
46,"r955","〔弥ろく院〕","今に見てらっしゃい！！","(Maitreya Temple)"
47,"r006","〔レイ〕","あーあ","(Rei)"
48,,"〔レイ〕","なんだってのよ
まったく……","(Rei)"
49,"r007","〔レイ〕","変な夢は見るわ
それで寝なおしたら","(Rei)"
50,,"〔レイ〕","遅刻で立たされるわで、","(Rei)"
51,"r008","〔レイ〕","ぜーーんぜん
ついてないわ","(Rei)"
52,,"","怒る",""
53,,"","考える",""
54,,"","さけぶ",""
55,,"〔レイ〕","ほんとにもう……
これというのも！","(Rei)"
56,,"","うさぎが悪い",""
57,,"","おじいちゃんが悪い",""
58,,"","自分が悪い",""
59,,"〔レイ〕","うさぎが悪いのよっ！","(Rei)"
60,,"〔レイ〕","……理由は自分でも説明できないけど","(Rei)"
61,,"〔レイ〕","……なんだか全然関係ないような気もするけど","(Rei)"
62,,"〔レイ〕","とにかくっ！
あの子が悪いのよっ！","(Rei)"
63,,"〔レイ〕","……うーん
うさぎのせいにしたら","(Rei)"
64,,"〔レイ〕","ちょっとだけ気が晴れたわ","(Rei)"
65,,"〔レイ〕","……はあ…それにしても","(Rei)"
66,,"〔レイ〕","おじいちゃんが悪いのよ！","(Rei)"
67,,"〔レイ〕","おじいちゃんが起こしてくれれば","(Rei)"
68,,"〔レイ〕","遅刻せずにすんだのに！","(Rei)"
69,,"〔レイ〕","もう
おじいちゃんったら","(Rei)"
70,,"〔レイ〕","あたしより遅くまで
寝てるんだもの！","(Rei)"
71,,"〔レイ〕","……はあ、それにしても","(Rei)"
72,,"〔レイ〕","……自分が悪いのよねえ…反省しなきゃ……","(Rei)"
73,,"〔レイ〕","うさぎみたいになっちゃうもんね","(Rei)"
74,,"〔レイ〕","……はあ、それにしても","(Rei)"
75,,"〔レイ〕","（あの夢もなんだか縁起がよくなかったし……）","(Rei)"
76,,"〔レイ〕","はーあ、明日は体力測定があるのに","(Rei)"
77,,"〔レイ〕","調子が出ないわあ……","(Rei)"
78,,"〔レイ〕","あーーーーーっ！","(Rei)"
79,,"〔レイ〕","……ふう、大声出したら
ちょっとだけ気が晴れたわ","(Rei)"
80,,"〔レイ〕","……それにしても……","(Rei)"
