0,,"","▼",""
1,,"","セーブする？",""
2,,"","　ＹＥＳ",""
3,,"","　ＮＯ",""
4,,"","セーブする？",""
5,,"","　ＹＥＳ",""
6,,"","　ＮＯ",""
7,,"","何番にする？",""
8,,"","１番にセーブ",""
9,,"","２番にセーブ",""
10,"p996","〔ネフライト〕","愛のエナジーがこいつに新たなパワーを与えてくれる","(Nephrite)"
11,"p997","〔ネフライト〕","黒水晶よ","(Nephrite)"
12,"p998","〔ネフライト〕","今こそわれら四人にかけられし呪いを解き放ち","(Nephrite)"
13,"p999","〔ネフライト〕","われらがマスタープリンス・エンディミオンのもとへ","(Nephrite)"
14,,"〔ネフライト〕","みちびけ！","(Nephrite)"
15,"p993","〔クインベリル〕","思ったより楽しませてくれたなエンディミオン……","(Queen Beryl)"
16,"p994","〔クインベリル〕","つくづくおろかな男よ……","(Queen Beryl)"
17,"p995","〔クインベリル〕","あくまでわたしより月のプリンセスを選ぶとは……","(Queen Beryl)"
18,,"〔タキシード仮面〕","……","(Tuxedo Mask)"
19,"q000","〔クインベリル〕","おわりだ……","(Queen Beryl)"
20,"q001","〔ジェダイト〕","……ぐ……","(Jadeite)"
21,"q002","〔ジェダイト〕","（やめろ……戦いを……）","(Jadeite)"
22,"q003","〔クンツァイト〕","王子！　われわれはもうガマンできません！","(Kunzite)"
23,"q004","〔ゾイサイト〕","月の王国のやり方はもうたくさんです！","(Zoisite)"
24,"q005","〔ジェダイト〕","われわれを支配者気どりで一方的にかんしするなど！","(Jadeite)"
25,"q006","〔ネフライト〕","立ち上がりましょう！
王子！","(Nephrite)"
26,"q007","〔ネフライト〕","逆にこちらが月の王国を支配してやるのです","(Nephrite)"
27,"q008","〔エンディミオン〕","なぜあらそおうとする？
","(Endymion)"
28,"q009","〔エンディミオン〕","いつ言いなりになったというのだ！？","(Endymion)"
29,"q010","〔エンディミオン〕","ベリルだな……
ベリルの呼び出した、","(Endymion)"
30,,"〔エンディミオン〕","あいつにふきこまれたのだな？","(Endymion)"
31,"q011","〔エンディミオン〕","わからないのか？","(Endymion)"
32,"q012","〔エンディミオン〕","あいつはわれわれを利用しようとしているんだぞ！","(Endymion)"
33,"q013","〔セレニティ〕","エンディミオンさま！","(Serenity)"
34,"q014","〔エンディミオン〕","セレニティ！","(Endymion)"
35,"q015","〔クインベリル〕","ハハハハ……死んだ！
月の王女が死んだァ！","(Queen Beryl)"
36,"q016","〔ジェダイト〕","……！　違う……われわれがのぞんだのは……ハッ！","(Jadeite)"
37,"q017","〔四天王〕","グワアアアア……！","(Shitennou)"
38,"q018","〔ジェダイト〕","（なんだ？　この記おくは……）","(Jadeite)"
39,"q019","〔クンツァイト〕","（オレたちの前世の記おく……？）","(Kunzite)"
40,"q020","〔ゾイサイト〕","（まさか……そんな……）","(Zoisite)"
41,"q021","〔ネフライト〕","（そうだ……オレたちは……）","(Nephrite)"
42,"q022","〔ジェダイト〕","オレたちのマスター……プリンス・エンディミオンを","(Jadeite)"
43,,"〔ジェダイト〕","さがして転生してきた","(Jadeite)"
44,,"〔クンツァイト〕","……","(Kunzite)"
