0,,"","▼",""
1,,"","セーブする？",""
2,,"","　ＹＥＳ",""
3,,"","　ＮＯ",""
4,,"","セーブする？",""
5,,"","　ＹＥＳ",""
6,,"","　ＮＯ",""
7,,"","何番にする？",""
8,,"","１番にセーブ",""
9,,"","２番にセーブ",""
10,"j123","〔まこと〕","（うさぎちゃんの言うとおり、ネフライトとかいうの","(Makoto)"
11,,"〔まこと〕","が生き返ったってことは
","(Makoto)"
12,"j124","〔まこと〕","やっぱりダークキングダムが復活したかもしれないっ","(Makoto)"
13,,"〔まこと〕","てことか……）","(Makoto)"
14,"j125","〔きよみ〕","せんぱい！！","(Kiyomi)"
15,"j126","〔まこと〕","うわああっ！？","(Makoto)"
16,"j127","〔まこと〕","あ、あんた……","(Makoto)"
17,"j128","〔きよみ〕","はいっ！
春日きよみですっ！","(Kiyomi)"
18,,"〔まこと〕","そ、そうそう、
きよみちゃんだったっけ","(Makoto)"
19,,"〔きよみ〕","あたし、ここにいればセンパイに会えるかと思って…","(Kiyomi)"
20,,"〔まこと〕","え？","(Makoto)"
21,"j132","〔きよみ〕","これ！　読んでください！","(Kiyomi)"
22,,"","受けとる",""
23,,"","受けとらない",""
24,,"","とぼける",""
25,,"〔まこと〕","き、急に言われても……","(Makoto)"
26,,"〔きよみ〕","おねがいですっ！","(Kiyomi)"
27,,"〔まこと〕","………………","(Makoto)"
28,,"〔まこと〕","ポ、ポストなら
あっちだけど","(Makoto)"
29,,"〔きよみ〕","とぼけないでくださいっ！","(Kiyomi)"
30,"j133","〔きよみ〕","ぢゃっ！","(Kiyomi)"
31,"j134","〔まこと〕","はあーーーーっ？","(Makoto)"
32,"j135","〔まこと〕","Ｄｅａｒまことセンパイ","(Makoto)"
33,"j136","〔まこと〕","昨日は危ないところを助けてくださって、とっても","(Makoto)"
34,,"〔まこと〕","ＴＨＡＮＫＳでした……","(Makoto)"
35,"j137","〔きよみ〕","きよみもう超ーーーっカンゲキしちゃいました！","(Kiyomi)"
36,"j138","〔きよみ〕","だって、まことセンパイったらとってもとーっても","(Kiyomi)"
37,,"〔きよみ〕","カッコイイんですもの！","(Kiyomi)"
38,,"〔きよみ〕","あれ以来、私の心はセンパイのことでいっぱい……","(Kiyomi)"
39,,"〔きよみ〕","おねがいです、私のこのハート、うけとめてください","(Kiyomi)"
40,"j139","〔きよみ〕","今日の放課後、網代公園の一番おくのベンチで待って","(Kiyomi)"
41,,"〔きよみ〕","います。","(Kiyomi)"
42,"j140","〔きよみ〕","必ず、必ず来てくださいね。ＦＲＯＭきよみ","(Kiyomi)"
43,,"〔まこと〕","こ、これは世にいう……","(Makoto)"
44,,"〔まこと〕","ラブレター！？","(Makoto)"
45,"j141","〔まこと〕","……………………
なんでこうなるんだーー","(Makoto)"
46,"j142","〔まこと〕","確かここだとか書いてあったよなあ","(Makoto)"
47,"j143","〔きよみ〕","せーんぱい！！","(Kiyomi)"
48,"j144","〔まこと〕","うわあああっ！？","(Makoto)"
49,"j145","〔きよみ〕","やっぱり来てくれたんですね！　きよみかんげきです","(Kiyomi)"
50,"j148","〔まこと〕","（こまったな……","(Makoto)"
