0,,"","▼",""
1,,"","セーブする？",""
2,,"","　ＹＥＳ",""
3,,"","　ＮＯ",""
4,,"","セーブする？",""
5,,"","　ＹＥＳ",""
6,,"","　ＮＯ",""
7,,"","何番にする？",""
8,,"","１番にセーブ",""
9,,"","２番にセーブ",""
10,"p037","〔うさぎ〕","ええーっ？
まだ１回もないの？","(Usagi)"
11,"p038","〔ぐりお〕","そうなんですよぉ","(Gurio)"
12,,"〔ぐりお〕","うさぎさぁん。何かいい方法ないですかねぇ","(Gurio)"
13,,"〔ぐりお〕","なんとか、なるちゃんと一緒に帰る方法はないですか","(Gurio)"
14,,"〔うさぎ〕","海野……。学校からいっしょに帰るってえのは","(Usagi)"
15,,"〔うさぎ〕","恋人としての基本なのよ","(Usagi)"
16,,"〔ぐりお〕","だから、なんとかしたいと思っているんですが……","(Gurio)"
17,,"〔ぐりお〕","どうか協力してください
うさぎさん！","(Gurio)"
18,"p042","〔うさぎ〕","（海野となるちゃんの仲がそこまで進んでいなかった","(Usagi)"
19,,"〔うさぎ〕","とは、これは問題ねぇ…）","(Usagi)"
20,"p043","〔うさぎ〕","（う－ん…協力してあげたいのはやまやまだけど……","(Usagi)"
21,,"〔うさぎ〕","でも、こいつ何しでかすかわからない所あるからな）","(Usagi)"
22,"p045","〔うさぎ〕","うわっとおーーっ！","(Usagi)"
23,"p044","〔ぐりお〕","うさぎさん……？どうしたんですかぁ？","(Gurio)"
24,"p046","〔うさぎ〕","しょうがないわねぇー
んじゃこーしなさい","(Usagi)"
25,"p047","〔うさぎ〕","ひそひそひそひそ","(Usagi)"
26,"p048","〔ぐりお〕","ふむふむふむ","(Gurio)"
27,"p049","〔うさぎ〕","こしょこしょこしょこしょ","(Usagi)"
28,"p050","〔ぐりお〕","ほうほうほう……おおっ！","(Gurio)"
29,"p051","〔ぐりお〕","おおおおっ！","(Gurio)"
30,"p052","〔ぐりお〕","うさぎさん！　いーですねそれいきましょー！！","(Gurio)"
31,"p053","〔うさぎ〕","なぁーに
この愛のキューピット","(Usagi)"
32,,"〔うさぎ〕","うさぎちゃんにかかれば
ざっとこんなもんよ","(Usagi)"
33,"p054","〔うさぎ〕","あんたもドロ船にのったつもりでまぁかせなさいって","(Usagi)"
34,"p055","〔ぐりお〕","……なんだか沈んじゃいそうですねぇ……","(Gurio)"
35,,"〔レイ〕","なるほど、海野くんとなるちゃんの仲が思ったより","(Rei)"
36,,"〔レイ〕","進んでいないってことで","(Rei)"
37,,"〔うさぎ〕","そ！　そう！　わたしがいっしょに帰れるように","(Usagi)"
38,,"〔うさぎ〕","セッティングしてあげたのよ！","(Usagi)"
39,,"〔まこと〕","さすがだね、うさぎちゃん
よっ、愛のキューピット！","(Makoto)"
40,,"〔うさぎ〕","いやーー、ははーー","(Usagi)"
41,,"〔まこと〕","そういうことだったら、あたしが一人で見てくるよ。","(Makoto)"
42,,"〔まこと〕","みんなは先に……って、どこにいくんだっけ？","(Makoto)"
43,,"〔うさぎ〕","そ、そ！　そんじょそこらの所じゃ、かくれても見つ","(Usagi)"
44,,"〔うさぎ〕","かって特訓に連れもどされちゃうのがオチよ","(Usagi)"
45,,"〔美奈子〕","それなら心配無用よ、二人でちゃんと考えてあるもん","(Minako)"
46,,"〔うさぎ、まこと〕","どこ？","(Usagi"
47,,"〔レイ〕","クラウンよ","(Rei)"
48,,"〔うさぎ、まこと〕","クラウン？","(Usagi"
49,,"〔美奈子〕","そっ！","(Minako)"
50,,"〔まこと〕","クラウンって元基おにーさんの店…だよな、当然","(Makoto)"
51,,"〔まこと〕","まずくないのかい？","(Makoto)"
52,,"〔まこと〕","だって仮にもあたしたちの秘密基地だよ","(Makoto)"
53,,"〔美奈子〕","だからいいのよ、ホラ、いうでしょ？","(Minako)"
54,,"〔美奈子〕","『灯台もっと暗し』って。ね？","(Minako)"
55,,"〔うさぎ〕","そっか、なるほど……","(Usagi)"
56,,"〔まこと〕","なるほどね……","(Makoto)"
57,,"〔レイ〕","（違ってるような気がするんだけど……","(Rei)"
58,,"〔レイ〕","……亜美ちゃんがいないからな……）","(Rei)"
59,,"〔まこと〕","じゃ、そういうことで先にいっててよ！","(Makoto)"
