0,,"","▼",""
1,,"","セーブする？",""
2,,"","　ＹＥＳ",""
3,,"","　ＮＯ",""
4,,"","セーブする？",""
5,,"","　ＹＥＳ",""
6,,"","　ＮＯ",""
7,,"","何番にする？",""
8,,"","１番にセーブ",""
9,,"","２番にセーブ",""
10,"j102","〔まこと〕","あれ……？　亜美ちゃん
ずいぶん早いね","(Makoto)"
11,"j103","〔亜美〕","あ、まこちゃん","(Ami)"
12,"j104","〔亜美〕","うさぎちゃんは
いっしょじゃないの？","(Ami)"
13,"j105","〔まこと〕","朝に重大発表があるから　　放課後、火川神社に集合って","(Makoto)"
14,,"〔まこと〕","今朝れんらくもらっただけだよ","(Makoto)"
15,"j106","〔亜美〕","そっか……","(Ami)"
16,"j107","〔亜美〕","それじゃまこちゃんも理由はわからないのね","(Ami)"
17,"j108","〔まこと〕","ふ……ふふ……","(Makoto)"
18,"j109","〔亜美〕","なに？
まこちゃん、どうしたの？","(Ami)"
19,,"","てれる",""
20,,"","もうそうする",""
21,,"","こたえる",""
22,,"〔まこと〕","（まだ胸がドキドキしてる　……これって、やっぱり…","(Makoto)"
23,,"〔まこと〕","恋の予感なのかな？）","(Makoto)"
24,,"〔まこと〕","いやあ、てれちゃうなあ！","(Makoto)"
25,,"〔亜美〕","ま……まこちゃん？
だいじょうぶ？","(Ami)"
26,,"〔まこと〕","あ、なんでもないよ
ははははっ！","(Makoto)"
27,,"〔亜美〕","もしかして……
お勉強のしすぎじゃない？","(Ami)"
28,,"〔まこと〕","ははは、あたしにかぎってそんなことない、ない","(Makoto)"
29,,"〔亜美〕","そういえばそうね","(Ami)"
30,,"〔まこと〕","……………………","(Makoto)"
31,,"〔まこと〕","（まだ胸がドキドキしてるひょっとして、今日あたり","(Makoto)"
32,,"〔まこと〕","ステキな人と出会ったりなんかして…）","(Makoto)"
33,,"〔まこと〕","うふふふっ！","(Makoto)"
34,,"〔亜美〕","ま、まこちゃん？","(Ami)"
35,"j110","〔まこと〕","いや、ちょっと……","(Makoto)"
36,"j111","〔まこと〕","実はね、昨日からなにか胸がドキドキして","(Makoto)"
37,"j112","〔まこと〕","こう……なんていうかな…","(Makoto)"
38,,"〔まこと〕","なにかがおこりそうな予感がするんだ","(Makoto)"
39,"j113","〔亜美〕","予感？","(Ami)"
40,"j114","〔まこと〕","そうだな、たとえば……","(Makoto)"
41,"j115","〔まこと〕","ステキな人と出会ったりとか……","(Makoto)"
42,"j116","〔まこと〕","ステキな人に声かけられたりとか……","(Makoto)"
43,"j117","〔まこと〕","ステキな人と恋に落ちたりとか……！","(Makoto)"
44,"j118","〔亜美〕","で、でも、","(Ami)"
45,,"〔亜美〕","それって別に恋愛がらみ
とはかぎらないんでしょ？","(Ami)"
46,"j119","〔亜美〕","ひょっとしたら、ルナたちの言う新たな敵を前に","(Ami)"
47,,"〔亜美〕","気分がこうようしている
だけ……とかね","(Ami)"
48,"j120","〔まこと〕","え……ええ！？　そんなぁ、そんなのって……","(Makoto)"
49,"j121","〔まこと〕","うーー亜美ちゃんの
イジワル……","(Makoto)"
50,"j122","〔亜美〕","うふふっ","(Ami)"
